AREACD,Period,Gross value added in pounds (million)
S01009487,1998,0.823
S01009488,1998,0.754
S01009489,1998,15.159
S01009490,1998,0.747
S01009491,1998,1.273
S01009492,1998,3.672
S01009493,1998,6.683
S01009494,1998,1.896
S01009495,1998,2.359
S01009496,1998,0.649
S01009497,1998,1.311
S01009498,1998,1.988
S01009499,1998,0.648
S01009500,1998,2.511
S01009501,1998,2.586
S01009502,1998,0.241
S01009503,1998,0.241
S01009504,1998,0.301
S01009505,1998,1.255
S01009506,1998,0.301
S01009507,1998,0.973
S01009508,1998,0.958
S01009509,1998,2.102
S01009510,1998,1.441
S01009511,1998,0.838
S01009512,1998,1.214
S01009513,1998,1.156
S01009514,1998,0.838
S01009515,1998,0.588
S01009516,1998,3.276
S01009517,1998,1.812
S01009518,1998,1.312
S01009519,1998,15.823
S01009520,1998,18.51
S01009521,1998,2.911
S01009522,1998,39.168
S01009523,1998,39.168
S01009524,1998,1.201
S01009525,1998,1.091
S01009526,1998,13.871
S01009527,1998,2.383
S01009528,1998,1.021
S01009529,1998,2.894
S01009530,1998,3.888
S01009531,1998,74.679
S01009532,1998,3.452
S01009533,1998,2.263
S01009534,1998,4.082
S01009535,1998,2.944
S01009536,1998,4.41
S01009537,1998,2.062
S01009538,1998,2.303
S01009539,1998,5.262
S01009540,1998,1.239
S01009541,1998,1.613
S01009542,1998,1.425
S01009543,1998,1.255
S01009544,1998,1.754
S01009545,1998,16.462
S01009546,1998,1.69
S01009547,1998,12.606
S01009548,1998,1.977
S01009549,1998,1.523
S01009550,1998,0.873
S01009551,1998,0.737
S01009552,1998,1.021
S01009553,1998,0.77
S01009554,1998,4.337
S01009555,1998,2.456
S01009556,1998,0.564
S01009557,1998,0.42
S01009558,1998,0.75
S01009559,1998,5.142
S01009560,1998,1.713
S01009561,1998,0.41
S01009562,1998,4.752
S01009563,1998,0.875
S01009564,1998,3.597
S01009565,1998,8.537
S01009566,1998,2.427
S01009567,1998,0.843
S01009568,1998,0.552
S01009569,1998,1.779
S01009570,1998,0.552
S01009571,1998,0.828
S01009572,1998,0.828
S01009573,1998,0.649
S01009574,1998,231.048
S01009575,1998,0.377
S01009576,1998,171.51
S01009577,1998,1.92
S01009578,1998,0.377
S01009579,1998,101.37
S01009580,1998,1.794
S01009581,1998,78.223
S01009582,1998,7.21
S01009583,1998,1.553
S01009584,1998,7.21
S01009585,1998,1.25
S01009586,1998,6.688
S01009587,1998,2.941
S01009588,1998,2.921
S01009589,1998,1.614
S01009590,1998,34.421
S01009591,1998,1.634
S01009592,1998,2.856
S01009593,1998,2.112
S01009594,1998,0.499
S01009595,1998,34.421
S01009596,1998,0.373
S01009597,1998,0.373
S01009598,1998,2.186
S01009599,1998,2.229
S01009600,1998,3.263
S01009601,1998,0.535
S01009602,1998,2.401
S01009603,1998,1.748
S01009604,1998,1.568
S01009605,1998,7.119
S01009606,1998,2.171
S01009607,1998,1.359
S01009608,1998,1.779
S01009609,1998,12.992
S01009610,1998,0.852
S01009611,1998,1.716
S01009612,1998,0.686
S01009613,1998,0.939
S01009614,1998,2.556
S01009615,1998,1.027
S01009616,1998,23.464
S01009617,1998,1.179
S01009618,1998,2.679
S01009619,1998,2.586
S01009620,1998,0.652
S01009621,1998,2.036
S01009622,1998,0.369
S01009623,1998,12.878
S01009624,1998,4.897
S01009625,1998,0.209
S01009626,1998,0.209
S01009627,1998,0.88
S01009628,1998,1.406
S01009629,1998,0.88
S01009630,1998,0.704
S01009631,1998,7.679
S01009632,1998,1.669
S01009633,1998,7.679
S01009634,1998,7.679
S01009635,1998,2.898
S01009636,1998,8.293
S01009637,1998,1.535
S01009638,1998,7.606
S01009639,1998,7.757
S01009640,1998,2.613
S01009641,1998,20.673
S01009642,1998,11.442
S01009643,1998,0.197
S01009644,1998,36.233
S01009645,1998,36.233
S01009646,1998,0.556
S01009647,1998,0.953
S01009648,1998,2.216
S01009649,1998,1.498
S01009650,1998,2.129
S01009651,1998,7.543
S01009652,1998,2.486
S01009653,1998,1.618
S01009654,1998,0.76
S01009655,1998,1.085
S01009656,1998,0.9
S01009657,1998,2.125
S01009658,1998,0.734
S01009659,1998,2.279
S01009660,1998,1.276
S01009661,1998,9.029
S01009662,1998,4.196
S01009663,1998,9.129
S01009664,1998,3.736
S01009665,1998,2.396
S01009666,1998,4.333
S01009667,1998,9.244
S01009668,1998,1.777
S01009669,1998,2.465
S01009670,1998,7.349
S01009671,1998,7.349
S01009672,1998,1.33
S01009673,1998,4.126
S01009674,1998,4.528
S01009675,1998,5.302
S01009676,1998,3.567
S01009677,1998,2.704
S01009678,1998,1.364
S01009679,1998,2.47
S01009680,1998,6.024
S01009681,1998,5.282
S01009682,1998,0.683
S01009683,1998,6.539
S01009684,1998,38.366
S01009685,1998,5.282
S01009686,1998,10.672
S01009687,1998,3.099
S01009688,1998,1.166
S01009689,1998,6.623
S01009690,1998,2.046
S01009691,1998,16.947
S01009692,1998,21.321
S01009693,1998,1.495
S01009694,1998,3.945
S01009695,1998,3.374
S01009696,1998,1.044
S01009697,1998,5.472
S01009698,1998,3.914
S01009699,1998,3.304
S01009700,1998,2.703
S01009701,1998,3.944
S01009702,1998,7.288
S01009703,1998,1.623
S01009704,1998,3.928
S01009705,1998,1.729
S01009706,1998,5.924
S01009707,1998,1.36
S01009708,1998,9.499
S01009709,1998,3.042
S01009710,1998,7.22
S01009711,1998,9.499
S01009712,1998,2.846
S01009713,1998,2.814
S01009714,1998,2.26
S01009715,1998,10.057
S01009716,1998,1.697
S01009717,1998,1.192
S01009718,1998,2.199
S01009719,1998,0.977
S01009720,1998,4.857
S01009721,1998,11.458
S01009722,1998,54.079
S01009723,1998,54.079
S01009724,1998,2.691
S01009725,1998,2.233
S01009726,1998,10.253
S01009727,1998,2.612
S01009728,1998,2.104
S01009729,1998,3.263
S01009730,1998,3.263
S01009731,1998,2.542
S01009732,1998,2.795
S01009733,1998,2.69
S01009734,1998,14.218
S01009735,1998,5.533
S01009736,1998,27.412
S01009737,1998,1.684
S01009738,1998,1.102
S01009739,1998,0.22
S01009740,1998,1.281
S01009741,1998,5.643
S01009742,1998,5.018
S01009743,1998,6.016
S01009744,1998,3.998
S01009745,1998,2.605
S01009746,1998,2.856
S01009747,1998,1.675
S01009748,1998,0.105
S01009749,1998,3.328
S01009750,1998,0.934
S01009751,1998,7.789
S01009752,1998,2.212
S01009753,1998,1.352
S01009754,1998,3.168
S01009755,1998,1.984
S01009756,1998,1.163
S01009757,1998,2.14
S01010504,1998,3.845
S01010505,1998,3.842
S01010506,1998,4.542
S01010507,1998,13.122
S01010508,1998,13.55
S01010509,1998,68.123
S01010510,1998,28.754
S01010511,1998,2.189
S01010512,1998,12.563
S01010513,1998,3.052
S01010514,1998,2.833
S01010515,1998,2.244
S01010516,1998,9.695
S01010517,1998,0.195
S01010518,1998,2.001
S01010519,1998,1.785
S01010520,1998,3.231
S01010521,1998,3.408
S01010522,1998,40.945
S01010523,1998,0.763
S01010524,1998,5.137
S01010525,1998,5.007
S01010526,1998,5.049
S01010527,1998,4.004
S01010528,1998,2.96
S01010529,1998,2.511
S01010530,1998,7.083
S01010531,1998,4.049
S01010532,1998,5.643
S01010533,1998,15.239
S01010534,1998,2.913
S01010535,1998,4.517
S01010536,1998,4.834
S01010537,1998,28.412
S01010538,1998,3.095
S01010539,1998,11.309
S01010540,1998,2.179
S01010541,1998,5.09
S01010542,1998,3.737
S01010543,1998,3.846
S01010544,1998,6.017
S01010545,1998,4.201
S01010546,1998,14.049
S01010547,1998,5.845
S01010548,1998,13.768
S01010549,1998,2.424
S01010550,1998,2.571
S01010551,1998,13.538
S01010552,1998,6.39
S01010553,1998,5.021
S01010554,1998,1.547
S01010555,1998,13.565
S01010556,1998,9.42
S01010557,1998,1.07
S01010558,1998,11.213
S01010559,1998,2.122
S01010560,1998,2.665
S01010561,1998,2.992
S01010562,1998,1.79
S01010563,1998,2.197
S01010564,1998,1.383
S01010565,1998,0.348
S01010566,1998,8.268
S01010567,1998,6.808
S01010568,1998,3.886
S01010569,1998,34.706
S01010570,1998,2.937
S01010571,1998,1.744
S01010572,1998,3.158
S01010573,1998,0.779
S01010574,1998,2.814
S01010575,1998,1.42
S01010576,1998,2.532
S01010577,1998,2.116
S01010578,1998,1.032
S01010579,1998,0.481
S01010580,1998,3.563
S01010581,1998,2.63
S01010582,1998,6.899
S01010583,1998,0.224
S01010584,1998,2.65
S01010585,1998,1.997
S01010586,1998,2.863
S01010587,1998,2.019
S01010588,1998,11.502
S01010589,1998,1.122
S01010590,1998,1.809
S01010591,1998,1.935
S01010592,1998,1.078
S01010593,1998,28.425
S01010594,1998,1.379
S01010595,1998,28.425
S01010596,1998,3.35
S01010597,1998,1.339
S01010598,1998,1.632
S01010599,1998,0.493
S01010600,1998,25.259
S01010601,1998,5.047
S01010602,1998,1.229
S01010603,1998,1.021
S01010604,1998,1.021
S01010605,1998,1.788
S01010606,1998,1.531
S01010607,1998,3.347
S01010608,1998,1.123
S01010609,1998,0.551
S01010610,1998,4.754
S01010611,1998,1.099
S01010612,1998,0.866
S01010613,1998,1.747
S01010614,1998,2.08
S01010615,1998,1.11
S01010616,1998,3.034
S01010617,1998,1.707
S01010618,1998,1.123
S01010619,1998,382.228
S01010620,1998,151.677
S01010621,1998,4.112
S01010622,1998,2.44
S01010623,1998,0.857
S01010624,1998,42.133
S01010625,1998,9.589
S01010626,1998,11.074
S01010627,1998,16.165
S01010628,1998,5.402
S01010629,1998,4.186
S01010630,1998,1.81
S01010631,1998,12.799
S01010632,1998,2.421
S01010633,1998,1.596
S01010634,1998,0.418
S01010635,1998,0.823
S01010636,1998,1.359
S01010637,1998,3.331
S01010638,1998,4.834
S01010639,1998,10.052
S01010640,1998,34.367
S01010641,1998,3.499
S01010642,1998,11.49
S01010643,1998,0.028
S01010644,1998,1.967
S01010645,1998,1.198
S01010646,1998,1.13
S01010647,1998,3.351
S01010648,1998,3.68
S01010649,1998,4.767
S01010650,1998,12.097
S01010651,1998,1.001
S01010652,1998,2.068
S01010653,1998,1.198
S01010654,1998,2.023
S01010655,1998,3.127
S01010656,1998,1.54
S01010657,1998,4.813
S01010658,1998,1.775
S01010659,1998,2.178
S01010660,1998,5.071
S01010661,1998,4.362
S01010662,1998,2.538
S01010663,1998,11.049
S01010664,1998,5.366
S01010665,1998,17.281
S01010666,1998,3.516
S01010667,1998,17.281
S01010668,1998,7.047
S01010669,1998,6.443
S01010670,1998,5.097
S01010671,1998,3.067
S01010672,1998,10.189
S01010673,1998,14.754
S01010674,1998,4.353
S01010675,1998,6.691
S01010676,1998,6.225
S01010677,1998,3.39
S01010678,1998,3.601
S01010679,1998,23.288
S01010680,1998,17.845
S01010681,1998,3.163
S01010682,1998,3.228
S01010683,1998,4.505
S01010684,1998,4.063
S01010685,1998,3.198
S01010686,1998,4.049
S01010687,1998,7.475
S01010688,1998,7.563
S01010689,1998,4.564
S01010690,1998,11.575
S01010691,1998,2.453
S01010692,1998,8.919
S01010693,1998,8.99
S01010694,1998,1.615
S01010695,1998,2.673
S01010696,1998,4.334
S01010697,1998,5.54
S01010698,1998,4.038
S01010699,1998,36.072
S01010700,1998,3.241
S01010701,1998,2.666
S01010702,1998,6.28
S01010703,1998,3.684
S01010704,1998,3.231
S01010705,1998,11.26
S01010706,1998,27.088
S01010707,1998,6.116
S01010708,1998,1.869
S01010709,1998,1.472
S01010710,1998,1.872
S01010711,1998,3.8
S01010712,1998,45.207
S01010713,1998,5.65
S01010714,1998,16.984
S01010715,1998,3.472
S01010716,1998,52.991
S01010717,1998,1.146
S01010718,1998,6.19
S01010719,1998,2.365
S01010720,1998,2.512
S01010721,1998,4.124
S01010722,1998,2.465
S01010723,1998,5.1
S01010724,1998,5.027
S01010725,1998,13.802
S01010726,1998,2.942
S01010727,1998,3.965
S01010728,1998,2.496
S01010729,1998,4.468
S01010730,1998,7.135
S01010731,1998,3.634
S01010732,1998,2.249
S01010733,1998,0.21
S01010734,1998,27.665
S01010735,1998,1.371
S01010736,1998,0.499
S01010737,1998,15.393
S01010738,1998,1.796
S01010739,1998,5.632
S01010740,1998,1.666
S01010741,1998,11.027
S01010742,1998,8.278
S01010743,1998,1.08
S01010744,1998,36.268
S01010745,1998,31.467
S01010746,1998,16.093
S01010747,1998,2.656
S01010748,1998,3.667
S01010749,1998,3.337
S01010750,1998,5.885
S01010751,1998,2.078
S01010752,1998,10.856
S01010753,1998,2.983
S01010754,1998,8.521
S01010755,1998,3.929
S01010756,1998,9.299
S01010757,1998,2.046
S01010758,1998,4.631
S01010759,1998,4.812
S01010760,1998,8.312
S01010761,1998,5.116
S01010762,1998,10.844
S01010763,1998,6.535
S01010764,1998,3.087
S01010765,1998,3.677
S01010766,1998,17.402
S01010767,1998,4.592
S01010768,1998,3.717
S01010769,1998,4.334
S01010770,1998,13.46
S01010771,1998,3.552
S01010772,1998,7.094
S01010773,1998,3.537
S01010774,1998,7.042
S01010775,1998,3.704
S01010776,1998,5.136
S01010777,1998,5.117
S01010778,1998,1.389
S01010779,1998,3.593
S01010780,1998,5.604
S01010781,1998,31.28
S01010782,1998,14.508
S01010783,1998,1.793
S01010784,1998,1.971
S01010785,1998,1.379
S01010786,1998,3.215
S01010787,1998,6.497
S01010788,1998,17.039
S01010789,1998,3.629
S01010790,1998,3.772
S01010791,1998,5.353
S01010792,1998,1.93
S01010793,1998,3.819
S01010794,1998,4.225
S01010795,1998,4.029
S01010796,1998,10.433
S01010797,1998,19.016
S01010798,1998,55.024
S01010799,1998,18.856
S01010800,1998,1.578
S01010801,1998,1.845
S01010802,1998,3.437
S01010803,1998,3.267
S01010804,1998,7.262
S01010805,1998,3.885
S01010806,1998,6.919
S01010807,1998,0.108
S01010808,1998,0.659
S01010809,1998,8.635
S01010810,1998,5.276
S01010811,1998,3.87
S01010812,1998,4.057
S01010813,1998,5.908
S01010814,1998,4.773
S01010815,1998,9.626
S01010816,1998,4.794
S01010817,1998,3.275
S01010818,1998,3.846
S01010819,1998,7.576
S01010820,1998,2.222
S01010821,1998,1.308
S01010822,1998,6.111
S01010823,1998,11.14
S01010824,1998,0.873
S01010825,1998,3.194
S01010826,1998,6.4
S01010827,1998,0.931
S01010828,1998,1.863
S01010829,1998,4.49
S01010830,1998,1.599
S01010831,1998,0.219
S01010832,1998,15.386
S01010833,1998,4.364
S01010834,1998,1.982
S01010835,1998,4.364
S01010836,1998,2.334
S01010837,1998,2.319
S01010838,1998,2.197
S01010839,1998,0.993
S01010840,1998,2.171
S01010841,1998,1.026
S01010842,1998,24.189
S01010843,1998,2.1
S01010844,1998,0.854
S01010845,1998,4.04
S01010846,1998,1.401
S01010847,1998,0.692
S01010848,1998,2.957
S01010849,1998,0.596
S01010850,1998,0.661
S01010851,1998,228.204
S01010852,1998,2.957
S01010853,1998,2.957
S01010854,1998,18.852
S01010855,1998,0.162
S01010856,1998,13.565
S01010857,1998,13.565
S01010858,1998,0.732
S01010859,1998,13.565
S01010860,1998,0.009
S01010861,1998,0.497
S01010862,1998,0.015
S01010863,1998,3.64
S01010864,1998,1.409
S01010865,1998,2.309
S01010866,1998,2.423
S01010867,1998,2.038
S01010868,1998,3.823
S01010869,1998,1.383
S01010870,1998,5.439
S01010871,1998,2.856
S01010872,1998,4.211
S01010873,1998,15.949
S01010874,1998,1.62
S01010875,1998,10.711
S01010876,1998,1.591
S01010877,1998,0.135
S01010878,1998,10.883
S01010879,1998,2.043
S01010880,1998,0.573
S01010881,1998,0.6
S01010882,1998,2.772
S01010883,1998,2.772
S01010884,1998,3.486
S01010885,1998,6.772
S01010886,1998,1.704
S01010887,1998,0.711
S01010888,1998,2.908
S01010889,1998,1.36
S01010890,1998,7.953
S01010891,1998,67.299
S01010892,1998,12.179
S01010893,1998,7.78
S01010894,1998,113.712
S01010895,1998,7.78
S01010896,1998,1.423
S01010897,1998,1.423
S01010898,1998,2.868
S01010899,1998,0.083
S01010900,1998,2.868
S01010901,1998,0.459
S01010902,1998,0.227
S01010903,1998,4.454
S01010904,1998,0.687
S01010905,1998,30.035
S01010906,1998,1.921
S01010907,1998,8.673
S01010908,1998,2.24
S01010909,1998,0.073
S01010910,1998,11.306
S01010911,1998,11.306
S01010912,1998,4.268
S01010913,1998,0.355
S01010914,1998,16.584
S01010915,1998,0.087
S01010916,1998,4.691
S01010917,1998,0.107
S01010918,1998,8.431
S01010919,1998,3.311
S01010920,1998,3.311
S01010921,1998,1.231
S01010922,1998,3.311
S01010923,1998,0.04
S01010924,1998,0.013
S01010925,1998,0.105
S01010926,1998,3.011
S01010927,1998,0.468
S01010928,1998,0.04
S01010929,1998,3.011
S01010930,1998,7.876
S01010931,1998,3.66
S01010932,1998,8.567
S01010933,1998,3.227
S01010934,1998,2.109
S01010935,1998,2.141
S01010936,1998,17.729
S01010937,1998,1.586
S01010938,1998,1.1
S01010939,1998,4.697
S01010940,1998,2.364
S01010941,1998,0.244
S01010942,1998,1.428
S01010943,1998,2.595
S01010944,1998,0.768
S01010945,1998,4.417
S01010946,1998,4.417
S01010947,1998,0.092
S01010948,1998,4.417
S01010949,1998,2.384
S01010950,1998,0.235
S01010951,1998,2.384
S01010952,1998,0.187
S01010953,1998,0.094
S01010954,1998,0.802
S01010955,1998,3.277
S01010956,1998,38.06
S01010957,1998,3.559
S01010958,1998,0.36
S01010959,1998,1.786
S01010960,1998,14.195
S01010961,1998,1.245
S01010962,1998,6.912
S01010963,1998,137.086
S01010964,1998,3.083
S01010965,1998,0.213
S01010966,1998,1.453
S01010967,1998,1.437
S01010968,1998,2.943
S01010969,1998,13.408
S01010970,1998,3.837
S01010971,1998,2.664
S01010972,1998,1.198
S01010973,1998,0.987
S01010974,1998,0.987
S01010975,1998,8.028
S01010976,1998,0.987
S01010977,1998,0.035
S01010978,1998,5.484
S01010979,1998,1.199
S01010980,1998,12.782
S01010981,1998,7.808
S01010982,1998,2.228
S01010983,1998,5.336
S01010984,1998,1.351
S01010985,1998,1.291
S01010986,1998,4.317
S01010987,1998,0.196
S01010988,1998,0.076
S01010989,1998,1.871
S01010990,1998,2.693
S01010991,1998,11.42
S01010992,1998,30.596
S01010993,1998,3.75
S01010994,1998,8.519
S01010995,1998,1.884
S01010996,1998,17.522
S01010997,1998,0.514
S01010998,1998,12.344
S01010999,1998,5.154
S01011000,1998,24.135
S01011001,1998,5.373
S01011002,1998,1.306
S01011003,1998,1.101
S01011004,1998,1.118
S01011005,1998,3.039
S01011006,1998,6.988
S01011007,1998,1.997
S01011008,1998,0.083
S01011009,1998,1.029
S01011010,1998,36.095
S01011011,1998,6.112
S01011012,1998,0.619
S01011013,1998,1.676
S01011014,1998,1.487
S01011015,1998,0.634
S01011016,1998,0.634
S01011017,1998,3.846
S01011018,1998,4.015
S01011019,1998,5.826
S01011020,1998,4.301
S01011021,1998,1.377
S01011022,1998,3.319
S01011023,1998,3.319
S01011024,1998,1.218
S01011025,1998,1.506
S01011026,1998,0.696
S01011027,1998,4.654
S01011028,1998,0.765
S01011029,1998,3.945
S01011030,1998,0.763
S01011031,1998,44.768
S01011032,1998,1.156
S01011033,1998,0.009
S01011034,1998,2.381
S01011035,1998,1.541
S01011036,1998,1.31
S01011037,1998,2.533
S01011038,1998,1.332
S01011039,1998,0.853
S01011040,1998,1.586
S01011041,1998,1.679
S01011042,1998,1.549
S01011043,1998,2.239
S01011044,1998,0.179
S01011045,1998,7.651
S01011046,1998,17.401
S01011047,1998,51.882
S01011048,1998,15.152
S01011049,1998,8.617
S01011050,1998,6.098
S01011051,1998,13.903
S01011052,1998,15.381
S01011053,1998,21.831
S01011054,1998,8.289
S01011055,1998,9.558
S01011056,1998,18.169
S01011057,1998,3.316
S01011058,1998,3.312
S01011059,1998,4.256
S01011060,1998,20.333
S01011061,1998,2.725
S01011062,1998,6.026
S01011063,1998,3.053
S01011064,1998,8.088
S01011065,1998,4.465
S01011066,1998,3.724
S01011067,1998,1.379
S01011068,1998,1.077
S01011069,1998,1.127
S01011070,1998,1.639
S01011071,1998,1.422
S01011072,1998,3.426
S01011073,1998,22.08
S01011074,1998,1.985
S01011075,1998,0.694
S01011076,1998,7.061
S01011077,1998,1.635
S01011078,1998,9.52
S01011079,1998,13.541
S01011080,1998,1.972
S01011081,1998,4.007
S01011082,1998,0.809
S01011083,1998,1.212
S01011084,1998,6.67
S01011085,1998,5.365
S01011086,1998,39.472
S01011087,1998,1.468
S01011088,1998,5.211
S01011089,1998,2.197
S01011090,1998,9.876
S01011091,1998,30.895
S01011092,1998,1.809
S01011093,1998,7.928
S01011094,1998,4.677
S01011095,1998,9.747
S01011096,1998,5.937
S01011097,1998,2.825
S01011098,1998,2.089
S01011099,1998,1.046
S01011100,1998,1.352
S01011101,1998,15.523
S01011102,1998,59.16
S01011103,1998,17.892
S01011104,1998,15.523
S01011105,1998,42.586
S01011106,1998,0.631
S01011107,1998,1.414
S01011108,1998,4.72
S01011109,1998,13.822
S01011110,1998,1.917
S01011111,1998,2.549
S01011112,1998,14.224
S01011113,1998,1.443
S01011114,1998,2.195
S01011115,1998,1.954
S01011116,1998,15.815
S01011117,1998,20.826
S01011118,1998,40.199
S01011119,1998,1.913
S01011120,1998,4.682
S01011121,1998,61.426
S01011122,1998,2.069
S01011123,1998,2.028
S01011124,1998,0.879
S01011125,1998,1.0
S01011126,1998,1.953
S01011127,1998,0.749
S01011128,1998,0.248
S01011129,1998,3.272
S01011130,1998,2.622
S01011131,1998,2.415
S01011132,1998,3.079
S01011133,1998,1.474
S01011134,1998,3.915
S01011135,1998,0.814
S01011136,1998,3.259
S01011137,1998,1.074
S01011138,1998,1.125
S01011139,1998,12.669
S01011140,1998,0.757
S01011141,1998,0.79
S01011142,1998,6.896
S01011143,1998,3.326
S01011144,1998,1.622
S01011145,1998,3.566
S01011146,1998,1.658
S01011147,1998,7.941
S01011148,1998,7.79
S01011149,1998,12.344
S01011150,1998,2.121
S01011151,1998,1.342
S01011152,1998,2.119
S01011153,1998,9.896
S01011154,1998,8.703
S01011155,1998,7.279
S01011156,1998,0.921
S01011157,1998,1.377
S01011158,1998,3.793
S01011159,1998,5.562
S01011160,1998,1.98
S01011161,1998,28.145
S01011162,1998,0.22
S01011163,1998,0.056
S01011164,1998,1.283
S01011165,1998,2.595
S01011166,1998,0.785
S01011167,1998,13.373
S01011168,1998,6.148
S01011169,1998,2.017
S01011170,1998,7.984
S01011171,1998,4.373
S01011172,1998,4.717
S01011173,1998,1.978
S01011174,1998,8.729
S01011175,1998,4.545
S01011176,1998,7.578
S01011177,1998,10.94
S01011178,1998,205.811
S01011179,1998,1.819
S01011180,1998,0.664
S01011181,1998,9.136
S01011182,1998,3.081
S01011183,1998,27.885
S01011184,1998,35.898
S01011185,1998,1.405
S01011186,1998,0.118
S01011187,1998,7.455
S01011188,1998,0.68
S01011189,1998,0.68
S01011190,1998,2.907
S01011191,1998,0.68
S01011192,1998,0.027
S01011193,1998,0.553
S01011194,1998,0.083
S01011195,1998,0.518
S01011196,1998,7.279
S01011197,1998,0.061
S01011198,1998,0.696
S01011199,1998,13.617
S01011200,1998,0.834
S01011201,1998,2.304
S01011202,1998,0.798
S01011203,1998,0.622
