Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
peebles-n-march-st,Peebles - N - March St,peebles-n-march-st,,5308,
peebles-s-caledonian-springhill,Peebles - S - Caledonian-Springhill,peebles-s-caledonian-springhill,,5309,
peebles-s-calvalry-park,Peebles - S - Calvalry Park,peebles-s-calvalry-park,,5310,
peebles-s-edderston-rd,Peebles - S - Edderston Rd,peebles-s-edderston-rd,,5311,
peebles-s-gallow-hill,Peebles - S - Gallow Hill,peebles-s-gallow-hill,,5312,
peebles-s-victoria-park,Peebles - S - Victoria Park,peebles-s-victoria-park,,5313,
peebles-north-dalatho,Peebles North - Dalatho,peebles-north-dalatho,,5314,
penicuik-east-01,Penicuik East - 01,penicuik-east-01,,5315,
penicuik-east-02,Penicuik East - 02,penicuik-east-02,,5316,
penicuik-east-03,Penicuik East - 03,penicuik-east-03,,5317,
penicuik-east-04,Penicuik East - 04,penicuik-east-04,,5318,
penicuik-north-01,Penicuik North - 01,penicuik-north-01,,5319,
penicuik-north-02,Penicuik North - 02,penicuik-north-02,,5320,
penicuik-north-03,Penicuik North - 03,penicuik-north-03,,5321,
penicuik-north-04,Penicuik North - 04,penicuik-north-04,,5322,
penicuik-north-05,Penicuik North - 05,penicuik-north-05,,5323,
penicuik-southeast-01,Penicuik Southeast - 01,penicuik-southeast-01,,5324,
penicuik-southeast-02,Penicuik Southeast - 02,penicuik-southeast-02,,5325,
penicuik-southeast-03,Penicuik Southeast - 03,penicuik-southeast-03,,5326,
penicuik-southeast-04,Penicuik Southeast - 04,penicuik-southeast-04,,5327,
penicuik-southeast-05,Penicuik Southeast - 05,penicuik-southeast-05,,5328,
penicuik-southwest-01,Penicuik Southwest - 01,penicuik-southwest-01,,5329,
penicuik-southwest-02,Penicuik Southwest - 02,penicuik-southwest-02,,5330,
penicuik-southwest-03,Penicuik Southwest - 03,penicuik-southwest-03,,5331,
penicuik-southwest-04,Penicuik Southwest - 04,penicuik-southwest-04,,5332,
penicuik-southwest-05,Penicuik Southwest - 05,penicuik-southwest-05,,5333,
penicuik-southwest-06,Penicuik Southwest - 06,penicuik-southwest-06,,5334,
penilee-01,Penilee - 01,penilee-01,,5335,
penilee-02,Penilee - 02,penilee-02,,5336,
penilee-03,Penilee - 03,penilee-03,,5337,
penilee-04,Penilee - 04,penilee-04,,5338,
penilee-05,Penilee - 05,penilee-05,,5339,
penilee-06,Penilee - 06,penilee-06,,5340,
penilee-07,Penilee - 07,penilee-07,,5341,
pentland-01,Pentland - 01,pentland-01,,5342,
pentland-02,Pentland - 02,pentland-02,,5343,
pentland-03,Pentland - 03,pentland-03,,5344,
perth-road-01,Perth Road - 01,perth-road-01,,5345,
perth-road-02,Perth Road - 02,perth-road-02,,5346,
perth-road-03,Perth Road - 03,perth-road-03,,5347,
perth-road-04,Perth Road - 04,perth-road-04,,5348,
perth-road-05,Perth Road - 05,perth-road-05,,5349,
perth-road-06,Perth Road - 06,perth-road-06,,5350,
peterhead-bay-01,Peterhead Bay - 01,peterhead-bay-01,,5351,
peterhead-bay-02,Peterhead Bay - 02,peterhead-bay-02,,5352,
peterhead-bay-03,Peterhead Bay - 03,peterhead-bay-03,,5353,
peterhead-harbour-01,Peterhead Harbour - 01,peterhead-harbour-01,,5354,
peterhead-harbour-02,Peterhead Harbour - 02,peterhead-harbour-02,,5355,
peterhead-harbour-03,Peterhead Harbour - 03,peterhead-harbour-03,,5356,
peterhead-harbour-04,Peterhead Harbour - 04,peterhead-harbour-04,,5357,
peterhead-harbour-05,Peterhead Harbour - 05,peterhead-harbour-05,,5358,
peterhead-harbour-06,Peterhead Harbour - 06,peterhead-harbour-06,,5359,
peterhead-harbour-07,Peterhead Harbour - 07,peterhead-harbour-07,,5360,
peterhead-harbour-08,Peterhead Harbour - 08,peterhead-harbour-08,,5361,
peterhead-links-01,Peterhead Links - 01,peterhead-links-01,,5362,
peterhead-links-02,Peterhead Links - 02,peterhead-links-02,,5363,
peterhead-links-03,Peterhead Links - 03,peterhead-links-03,,5364,
peterhead-links-04,Peterhead Links - 04,peterhead-links-04,,5365,
peterhead-links-05,Peterhead Links - 05,peterhead-links-05,,5366,
peterhead-links-06,Peterhead Links - 06,peterhead-links-06,,5367,
peterhead-ugieside-01,Peterhead Ugieside - 01,peterhead-ugieside-01,,5368,
peterhead-ugieside-02,Peterhead Ugieside - 02,peterhead-ugieside-02,,5369,
peterhead-ugieside-03,Peterhead Ugieside - 03,peterhead-ugieside-03,,5370,
peterhead-ugieside-04,Peterhead Ugieside - 04,peterhead-ugieside-04,,5371,
peterhead-ugieside-05,Peterhead Ugieside - 05,peterhead-ugieside-05,,5372,
peterhead-ugieside-06,Peterhead Ugieside - 06,peterhead-ugieside-06,,5373,
petersburn-01,Petersburn - 01,petersburn-01,,5374,
petersburn-02,Petersburn - 02,petersburn-02,,5375,
petersburn-03,Petersburn - 03,petersburn-03,,5376,
petersburn-04,Petersburn - 04,petersburn-04,,5377,
petersburn-05,Petersburn - 05,petersburn-05,,5378,
petersburn-06,Petersburn - 06,petersburn-06,,5379,
petershill-01,Petershill - 01,petershill-01,,5380,
petershill-02,Petershill - 02,petershill-02,,5381,
petershill-03,Petershill - 03,petershill-03,,5382,
petershill-04,Petershill - 04,petershill-04,,5383,
petershill-05,Petershill - 05,petershill-05,,5384,
petershill-06,Petershill - 06,petershill-06,,5385,
pettiesmuir,Pettiesmuir,pettiesmuir,,5386,
piersland-01,Piersland - 01,piersland-01,,5387,
piersland-02,Piersland - 02,piersland-02,,5388,
piersland-03,Piersland - 03,piersland-03,,5389,
piersland-04,Piersland - 04,piersland-04,,5390,
piersland-05,Piersland - 05,piersland-05,,5391,
pilrig-01,Pilrig - 01,pilrig-01,,5392,
pilrig-02,Pilrig - 02,pilrig-02,,5393,
pilrig-03,Pilrig - 03,pilrig-03,,5394,
pilrig-04,Pilrig - 04,pilrig-04,,5395,
pitbauchlie-west,Pitbauchlie West,pitbauchlie-west,,5396,
pitbauchlie-and-pitcorthie-north-west,Pitbauchlie and Pitcorthie North West,pitbauchlie-and-pitcorthie-north-west,,5397,
pitcairn,Pitcairn,pitcairn,,5398,
pitcorthie-central,Pitcorthie Central,pitcorthie-central,,5399,
pitcorthie-east,Pitcorthie East,pitcorthie-east,,5400,
pitcorthie-north,Pitcorthie North,pitcorthie-north,,5401,
pitcorthie-north-east,Pitcorthie North East,pitcorthie-north-east,,5402,
pitcorthie-north-west,Pitcorthie North West,pitcorthie-north-west,,5403,
pitcorthie-west,Pitcorthie West,pitcorthie-west,,5404,
pitcoudie,Pitcoudie,pitcoudie,,5405,
pitlochry-01,Pitlochry - 01,pitlochry-01,,5406,
pitlochry-02,Pitlochry - 02,pitlochry-02,,5407,
pitlochry-03,Pitlochry - 03,pitlochry-03,,5408,
pitlochry-04,Pitlochry - 04,pitlochry-04,,5409,
pitreavie,Pitreavie,pitreavie,,5410,
pitreavie-castle-east-and-heathery,Pitreavie Castle East and Heathery,pitreavie-castle-east-and-heathery,,5411,
pitreavie-castle-west,Pitreavie Castle West,pitreavie-castle-west,,5412,
pittencrieff,Pittencrieff,pittencrieff,,5413,
pittenweem-east,Pittenweem East,pittenweem-east,,5414,
pittenweem-west,Pittenweem West,pittenweem-west,,5415,
pitteuchar-central,Pitteuchar Central,pitteuchar-central,,5416,
pitteuchar-north-east,Pitteuchar North East,pitteuchar-north-east,,5417,
pitteuchar-south,Pitteuchar South,pitteuchar-south,,5418,
pitteuchar-south-east,Pitteuchar South East,pitteuchar-south-east,,5419,
pitteuchar-west,Pitteuchar West,pitteuchar-west,,5420,
pitteuchar-woods,Pitteuchar Woods,pitteuchar-woods,,5421,
plean-and-rural-se-01,Plean and Rural SE - 01,plean-and-rural-se-01,,5422,
plean-and-rural-se-02,Plean and Rural SE - 02,plean-and-rural-se-02,,5423,
plean-and-rural-se-03,Plean and Rural SE - 03,plean-and-rural-se-03,,5424,
plean-and-rural-se-04,Plean and Rural SE - 04,plean-and-rural-se-04,,5425,
point-01,Point - 01,point-01,,5426,
point-02,Point - 02,point-02,,5427,
point-03,Point - 03,point-03,,5428,
point-04,Point - 04,point-04,,5429,
pollok-north-and-east-01,Pollok North and East - 01,pollok-north-and-east-01,,5430,
pollok-north-and-east-02,Pollok North and East - 02,pollok-north-and-east-02,,5431,
pollok-north-and-east-03,Pollok North and East - 03,pollok-north-and-east-03,,5432,
pollok-north-and-east-04,Pollok North and East - 04,pollok-north-and-east-04,,5433,
pollok-north-and-east-05,Pollok North and East - 05,pollok-north-and-east-05,,5434,
pollok-north-and-east-06,Pollok North and East - 06,pollok-north-and-east-06,,5435,
pollok-north-and-east-07,Pollok North and East - 07,pollok-north-and-east-07,,5436,
pollok-south-and-west-01,Pollok South and West - 01,pollok-south-and-west-01,,5437,
pollok-south-and-west-02,Pollok South and West - 02,pollok-south-and-west-02,,5438,
pollok-south-and-west-03,Pollok South and West - 03,pollok-south-and-west-03,,5439,
pollok-south-and-west-04,Pollok South and West - 04,pollok-south-and-west-04,,5440,
pollok-south-and-west-05,Pollok South and West - 05,pollok-south-and-west-05,,5441,
pollok-south-and-west-06,Pollok South and West - 06,pollok-south-and-west-06,,5442,
pollok-south-and-west-07,Pollok South and West - 07,pollok-south-and-west-07,,5443,
pollokshaws-01,Pollokshaws - 01,pollokshaws-01,,5444,
pollokshaws-02,Pollokshaws - 02,pollokshaws-02,,5445,
pollokshaws-03,Pollokshaws - 03,pollokshaws-03,,5446,
pollokshaws-04,Pollokshaws - 04,pollokshaws-04,,5447,
pollokshaws-05,Pollokshaws - 05,pollokshaws-05,,5448,
pollokshaws-06,Pollokshaws - 06,pollokshaws-06,,5449,
pollokshields-east-01,Pollokshields East - 01,pollokshields-east-01,,5450,
pollokshields-east-02,Pollokshields East - 02,pollokshields-east-02,,5451,
pollokshields-east-03,Pollokshields East - 03,pollokshields-east-03,,5452,
pollokshields-east-04,Pollokshields East - 04,pollokshields-east-04,,5453,
pollokshields-east-05,Pollokshields East - 05,pollokshields-east-05,,5454,
pollokshields-east-06,Pollokshields East - 06,pollokshields-east-06,,5455,
pollokshields-west-01,Pollokshields West - 01,pollokshields-west-01,,5456,
pollokshields-west-02,Pollokshields West - 02,pollokshields-west-02,,5457,
pollokshields-west-03,Pollokshields West - 03,pollokshields-west-03,,5458,
pollokshields-west-04,Pollokshields West - 04,pollokshields-west-04,,5459,
pollokshields-west-05,Pollokshields West - 05,pollokshields-west-05,,5460,
pollokshields-west-06,Pollokshields West - 06,pollokshields-west-06,,5461,
polmont-01,Polmont - 01,polmont-01,,5462,
polmont-02,Polmont - 02,polmont-02,,5463,
polmont-03,Polmont - 03,polmont-03,,5464,
polmont-04,Polmont - 04,polmont-04,,5465,
polmont-05,Polmont - 05,polmont-05,,5466,
polmont-06,Polmont - 06,polmont-06,,5467,
polwarth-01,Polwarth - 01,polwarth-01,,5468,
polwarth-02,Polwarth - 02,polwarth-02,,5469,
polwarth-03,Polwarth - 03,polwarth-03,,5470,
polwarth-04,Polwarth - 04,polwarth-04,,5471,
polwarth-05,Polwarth - 05,polwarth-05,,5472,
polwarth-06,Polwarth - 06,polwarth-06,,5473,
port-glasgow-mid-east-and-central-01,"Port Glasgow Mid, East and Central - 01",port-glasgow-mid-east-and-central-01,,5474,
port-glasgow-mid-east-and-central-02,"Port Glasgow Mid, East and Central - 02",port-glasgow-mid-east-and-central-02,,5475,
port-glasgow-mid-east-and-central-03,"Port Glasgow Mid, East and Central - 03",port-glasgow-mid-east-and-central-03,,5476,
port-glasgow-mid-east-and-central-04,"Port Glasgow Mid, East and Central - 04",port-glasgow-mid-east-and-central-04,,5477,
port-glasgow-mid-east-and-central-05,"Port Glasgow Mid, East and Central - 05",port-glasgow-mid-east-and-central-05,,5478,
port-glasgow-mid-east-and-central-06,"Port Glasgow Mid, East and Central - 06",port-glasgow-mid-east-and-central-06,,5479,
port-glasgow-mid-east-and-central-07,"Port Glasgow Mid, East and Central - 07",port-glasgow-mid-east-and-central-07,,5480,
port-glasgow-upper-east-01,Port Glasgow Upper East - 01,port-glasgow-upper-east-01,,5481,
port-glasgow-upper-east-02,Port Glasgow Upper East - 02,port-glasgow-upper-east-02,,5482,
port-glasgow-upper-east-03,Port Glasgow Upper East - 03,port-glasgow-upper-east-03,,5483,
port-glasgow-upper-east-04,Port Glasgow Upper East - 04,port-glasgow-upper-east-04,,5484,
port-glasgow-upper-east-05,Port Glasgow Upper East - 05,port-glasgow-upper-east-05,,5485,
port-glasgow-upper-east-06,Port Glasgow Upper East - 06,port-glasgow-upper-east-06,,5486,
port-glasgow-upper-east-07,Port Glasgow Upper East - 07,port-glasgow-upper-east-07,,5487,
port-glasgow-upper-west-and-central-01,"Port Glasgow Upper, West and Central - 01",port-glasgow-upper-west-and-central-01,,5488,
port-glasgow-upper-west-and-central-02,"Port Glasgow Upper, West and Central - 02",port-glasgow-upper-west-and-central-02,,5489,
port-glasgow-upper-west-and-central-03,"Port Glasgow Upper, West and Central - 03",port-glasgow-upper-west-and-central-03,,5490,
port-glasgow-upper-west-and-central-04,"Port Glasgow Upper, West and Central - 04",port-glasgow-upper-west-and-central-04,,5491,
port-glasgow-upper-west-and-central-05,"Port Glasgow Upper, West and Central - 05",port-glasgow-upper-west-and-central-05,,5492,
port-glasgow-upper-west-and-central-06,"Port Glasgow Upper, West and Central - 06",port-glasgow-upper-west-and-central-06,,5493,
port-glasgow-upper-west-and-central-07,"Port Glasgow Upper, West and Central - 07",port-glasgow-upper-west-and-central-07,,5494,
port-glasgow-upper-west-and-central-08,"Port Glasgow Upper, West and Central - 08",port-glasgow-upper-west-and-central-08,,5495,
port-glasgow-upper-west-and-central-09,"Port Glasgow Upper, West and Central - 09",port-glasgow-upper-west-and-central-09,,5496,
portlethen-01,Portlethen - 01,portlethen-01,,5497,
portlethen-02,Portlethen - 02,portlethen-02,,5498,
portlethen-03,Portlethen - 03,portlethen-03,,5499,
portlethen-04,Portlethen - 04,portlethen-04,,5500,
portlethen-05,Portlethen - 05,portlethen-05,,5501,
portlethen-06,Portlethen - 06,portlethen-06,,5502,
portobello-01,Portobello - 01,portobello-01,,5503,
portobello-02,Portobello - 02,portobello-02,,5504,
portobello-03,Portobello - 03,portobello-03,,5505,
portobello-04,Portobello - 04,portobello-04,,5506,
portobello-05,Portobello - 05,portobello-05,,5507,
portobello-06,Portobello - 06,portobello-06,,5508,
portsoy-fordyce-and-cornhill-01,"Portsoy, Fordyce and Cornhill - 01",portsoy-fordyce-and-cornhill-01,,5509,
portsoy-fordyce-and-cornhill-02,"Portsoy, Fordyce and Cornhill - 02",portsoy-fordyce-and-cornhill-02,,5510,
portsoy-fordyce-and-cornhill-03,"Portsoy, Fordyce and Cornhill - 03",portsoy-fordyce-and-cornhill-03,,5511,
portsoy-fordyce-and-cornhill-04,"Portsoy, Fordyce and Cornhill - 04",portsoy-fordyce-and-cornhill-04,,5512,
possil-park-01,Possil Park - 01,possil-park-01,,5513,
possil-park-02,Possil Park - 02,possil-park-02,,5514,
possil-park-03,Possil Park - 03,possil-park-03,,5515,
possil-park-04,Possil Park - 04,possil-park-04,,5516,
possil-park-05,Possil Park - 05,possil-park-05,,5517,
possil-park-06,Possil Park - 06,possil-park-06,,5518,
possil-park-07,Possil Park - 07,possil-park-07,,5519,
powmill-cleish-and-scotlandwell-01,"Powmill, Cleish and Scotlandwell - 01",powmill-cleish-and-scotlandwell-01,,5520,
powmill-cleish-and-scotlandwell-02,"Powmill, Cleish and Scotlandwell - 02",powmill-cleish-and-scotlandwell-02,,5521,
powmill-cleish-and-scotlandwell-03,"Powmill, Cleish and Scotlandwell - 03",powmill-cleish-and-scotlandwell-03,,5522,
powmill-cleish-and-scotlandwell-04,"Powmill, Cleish and Scotlandwell - 04",powmill-cleish-and-scotlandwell-04,,5523,
powmill-cleish-and-scotlandwell-05,"Powmill, Cleish and Scotlandwell - 05",powmill-cleish-and-scotlandwell-05,,5524,
preston-and-manderston-area,Preston and Manderston Area,preston-and-manderston-area,,5525,
prestonfield-01,Prestonfield - 01,prestonfield-01,,5526,
prestonfield-02,Prestonfield - 02,prestonfield-02,,5527,
prestonfield-03,Prestonfield - 03,prestonfield-03,,5528,
prestonfield-04,Prestonfield - 04,prestonfield-04,,5529,
prestonhall,Prestonhall,prestonhall,,5530,
prestwick-airport-and-monkton-01,Prestwick Airport and Monkton - 01,prestwick-airport-and-monkton-01,,5531,
prestwick-airport-and-monkton-02,Prestwick Airport and Monkton - 02,prestwick-airport-and-monkton-02,,5532,
prestwick-airport-and-monkton-03,Prestwick Airport and Monkton - 03,prestwick-airport-and-monkton-03,,5533,
prestwick-airport-and-monkton-04,Prestwick Airport and Monkton - 04,prestwick-airport-and-monkton-04,,5534,
prestwick-east-01,Prestwick East - 01,prestwick-east-01,,5535,
prestwick-east-02,Prestwick East - 02,prestwick-east-02,,5536,
prestwick-east-03,Prestwick East - 03,prestwick-east-03,,5537,
prestwick-east-04,Prestwick East - 04,prestwick-east-04,,5538,
prestwick-east-05,Prestwick East - 05,prestwick-east-05,,5539,
prestwick-east-06,Prestwick East - 06,prestwick-east-06,,5540,
prestwick-east-07,Prestwick East - 07,prestwick-east-07,,5541,
prestwick-west-01,Prestwick West - 01,prestwick-west-01,,5542,
prestwick-west-02,Prestwick West - 02,prestwick-west-02,,5543,
prestwick-west-03,Prestwick West - 03,prestwick-west-03,,5544,
prestwick-west-04,Prestwick West - 04,prestwick-west-04,,5545,
prestwick-west-05,Prestwick West - 05,prestwick-west-05,,5546,
prestwick-west-06,Prestwick West - 06,prestwick-west-06,,5547,
pumpherston-and-uphall-station-01,Pumpherston and Uphall Station - 01,pumpherston-and-uphall-station-01,,5548,
pumpherston-and-uphall-station-02,Pumpherston and Uphall Station - 02,pumpherston-and-uphall-station-02,,5549,
pumpherston-and-uphall-station-03,Pumpherston and Uphall Station - 03,pumpherston-and-uphall-station-03,,5550,
pumpherston-and-uphall-station-04,Pumpherston and Uphall Station - 04,pumpherston-and-uphall-station-04,,5551,
queen-margaret-fauld,Queen Margaret Fauld,queen-margaret-fauld,,5552,
queen-margaret-hospital,Queen Margaret Hospital,queen-margaret-hospital,,5553,
queensferry-east-01,Queensferry East - 01,queensferry-east-01,,5554,
queensferry-east-02,Queensferry East - 02,queensferry-east-02,,5555,
queensferry-east-03,Queensferry East - 03,queensferry-east-03,,5556,
queensferry-east-04,Queensferry East - 04,queensferry-east-04,,5557,
queensferry-east-05,Queensferry East - 05,queensferry-east-05,,5558,
queensferry-east-06,Queensferry East - 06,queensferry-east-06,,5559,
queensferry-west-01,Queensferry West - 01,queensferry-west-01,,5560,
queensferry-west-02,Queensferry West - 02,queensferry-west-02,,5561,
queensferry-west-03,Queensferry West - 03,queensferry-west-03,,5562,
queensferry-west-04,Queensferry West - 04,queensferry-west-04,,5563,
queensferry-west-05,Queensferry West - 05,queensferry-west-05,,5564,
rafford-dallas-dyke-to-dava-01,"Rafford, Dallas, Dyke to Dava - 01",rafford-dallas-dyke-to-dava-01,,5565,
rafford-dallas-dyke-to-dava-02,"Rafford, Dallas, Dyke to Dava - 02",rafford-dallas-dyke-to-dava-02,,5566,
rafford-dallas-dyke-to-dava-03,"Rafford, Dallas, Dyke to Dava - 03",rafford-dallas-dyke-to-dava-03,,5567,
rafford-dallas-dyke-to-dava-04,"Rafford, Dallas, Dyke to Dava - 04",rafford-dallas-dyke-to-dava-04,,5568,
raith,Raith,raith,,5569,
raith-estate-and-southerton,Raith Estate and Southerton,raith-estate-and-southerton,,5570,
raith-and-long-braes,Raith and Long Braes,raith-and-long-braes,,5571,
rannoch-and-aberfeldy-01,Rannoch and Aberfeldy - 01,rannoch-and-aberfeldy-01,,5572,
rannoch-and-aberfeldy-02,Rannoch and Aberfeldy - 02,rannoch-and-aberfeldy-02,,5573,
rannoch-and-aberfeldy-03,Rannoch and Aberfeldy - 03,rannoch-and-aberfeldy-03,,5574,
rannoch-and-aberfeldy-04,Rannoch and Aberfeldy - 04,rannoch-and-aberfeldy-04,,5575,
rannoch-and-aberfeldy-05,Rannoch and Aberfeldy - 05,rannoch-and-aberfeldy-05,,5576,
rannoch-and-aberfeldy-06,Rannoch and Aberfeldy - 06,rannoch-and-aberfeldy-06,,5577,
raploch-01,Raploch - 01,raploch-01,,5578,
raploch-02,Raploch - 02,raploch-02,,5579,
raploch-03,Raploch - 03,raploch-03,,5580,
raploch-04,Raploch - 04,raploch-04,,5581,
ratho-ingliston-and-gogar-01,"Ratho, Ingliston and Gogar - 01",ratho-ingliston-and-gogar-01,,5582,
ratho-ingliston-and-gogar-02,"Ratho, Ingliston and Gogar - 02",ratho-ingliston-and-gogar-02,,5583,
ratho-ingliston-and-gogar-03,"Ratho, Ingliston and Gogar - 03",ratho-ingliston-and-gogar-03,,5584,
ratho-ingliston-and-gogar-04,"Ratho, Ingliston and Gogar - 04",ratho-ingliston-and-gogar-04,,5585,
ravenscraig,Ravenscraig,ravenscraig,,5586,
redcraigs,Redcraigs,redcraigs,,5587,
redding-01,Redding - 01,redding-01,,5588,
redding-02,Redding - 02,redding-02,,5589,
redding-03,Redding - 03,redding-03,,5590,
redding-04,Redding - 04,redding-04,,5591,
reddingmuirhead-and-overton-01,Reddingmuirhead and Overton - 01,reddingmuirhead-and-overton-01,,5592,
reddingmuirhead-and-overton-02,Reddingmuirhead and Overton - 02,reddingmuirhead-and-overton-02,,5593,
reddingmuirhead-and-overton-03,Reddingmuirhead and Overton - 03,reddingmuirhead-and-overton-03,,5594,
reddingmuirhead-and-overton-04,Reddingmuirhead and Overton - 04,reddingmuirhead-and-overton-04,,5595,
renfrew-east-01,Renfrew East - 01,renfrew-east-01,,5596,
renfrew-east-02,Renfrew East - 02,renfrew-east-02,,5597,
renfrew-east-03,Renfrew East - 03,renfrew-east-03,,5598,
renfrew-east-04,Renfrew East - 04,renfrew-east-04,,5599,
renfrew-east-05,Renfrew East - 05,renfrew-east-05,,5600,
renfrew-east-06,Renfrew East - 06,renfrew-east-06,,5601,
renfrew-east-07,Renfrew East - 07,renfrew-east-07,,5602,
renfrew-east-08,Renfrew East - 08,renfrew-east-08,,5603,
renfrew-north-01,Renfrew North - 01,renfrew-north-01,,5604,
renfrew-north-02,Renfrew North - 02,renfrew-north-02,,5605,
renfrew-north-03,Renfrew North - 03,renfrew-north-03,,5606,
renfrew-north-04,Renfrew North - 04,renfrew-north-04,,5607,
renfrew-north-05,Renfrew North - 05,renfrew-north-05,,5608,
renfrew-north-06,Renfrew North - 06,renfrew-north-06,,5609,
renfrew-south-01,Renfrew South - 01,renfrew-south-01,,5610,
renfrew-south-02,Renfrew South - 02,renfrew-south-02,,5611,
renfrew-south-03,Renfrew South - 03,renfrew-south-03,,5612,
renfrew-south-04,Renfrew South - 04,renfrew-south-04,,5613,
renfrew-south-05,Renfrew South - 05,renfrew-south-05,,5614,
renfrew-south-06,Renfrew South - 06,renfrew-south-06,,5615,
renfrew-west-01,Renfrew West - 01,renfrew-west-01,,5616,
renfrew-west-02,Renfrew West - 02,renfrew-west-02,,5617,
renfrew-west-03,Renfrew West - 03,renfrew-west-03,,5618,
renfrew-west-04,Renfrew West - 04,renfrew-west-04,,5619,
renfrew-west-05,Renfrew West - 05,renfrew-west-05,,5620,
renfrew-west-06,Renfrew West - 06,renfrew-west-06,,5621,
renfrew-west-07,Renfrew West - 07,renfrew-west-07,,5622,
renfrew-west-08,Renfrew West - 08,renfrew-west-08,,5623,
renfrew-west-09,Renfrew West - 09,renfrew-west-09,,5624,
renfrewshire-rural-north-and-langbank-01,Renfrewshire Rural North and Langbank - 01,renfrewshire-rural-north-and-langbank-01,,5625,
renfrewshire-rural-north-and-langbank-02,Renfrewshire Rural North and Langbank - 02,renfrewshire-rural-north-and-langbank-02,,5626,
renfrewshire-rural-north-and-langbank-03,Renfrewshire Rural North and Langbank - 03,renfrewshire-rural-north-and-langbank-03,,5627,
renfrewshire-rural-north-and-langbank-04,Renfrewshire Rural North and Langbank - 04,renfrewshire-rural-north-and-langbank-04,,5628,
renfrewshire-rural-north-and-langbank-05,Renfrewshire Rural North and Langbank - 05,renfrewshire-rural-north-and-langbank-05,,5629,
renfrewshire-rural-south-and-howwood-01,Renfrewshire Rural South and Howwood - 01,renfrewshire-rural-south-and-howwood-01,,5630,
renfrewshire-rural-south-and-howwood-02,Renfrewshire Rural South and Howwood - 02,renfrewshire-rural-south-and-howwood-02,,5631,
renfrewshire-rural-south-and-howwood-03,Renfrewshire Rural South and Howwood - 03,renfrewshire-rural-south-and-howwood-03,,5632,
renfrewshire-rural-south-and-howwood-04,Renfrewshire Rural South and Howwood - 04,renfrewshire-rural-south-and-howwood-04,,5633,
renfrewshire-rural-south-and-howwood-05,Renfrewshire Rural South and Howwood - 05,renfrewshire-rural-south-and-howwood-05,,5634,
restalrig-loganlea-and-craigentinny-west-01,Restalrig (Loganlea) and Craigentinny West - 01,restalrig-loganlea-and-craigentinny-west-01,,5635,
restalrig-loganlea-and-craigentinny-west-02,Restalrig (Loganlea) and Craigentinny West - 02,restalrig-loganlea-and-craigentinny-west-02,,5636,
restalrig-loganlea-and-craigentinny-west-03,Restalrig (Loganlea) and Craigentinny West - 03,restalrig-loganlea-and-craigentinny-west-03,,5637,
restalrig-loganlea-and-craigentinny-west-04,Restalrig (Loganlea) and Craigentinny West - 04,restalrig-loganlea-and-craigentinny-west-04,,5638,
restalrig-loganlea-and-craigentinny-west-05,Restalrig (Loganlea) and Craigentinny West - 05,restalrig-loganlea-and-craigentinny-west-05,,5639,
restalrig-and-lochend-01,Restalrig and Lochend - 01,restalrig-and-lochend-01,,5640,
restalrig-and-lochend-02,Restalrig and Lochend - 02,restalrig-and-lochend-02,,5641,
restalrig-and-lochend-03,Restalrig and Lochend - 03,restalrig-and-lochend-03,,5642,
restalrig-and-lochend-04,Restalrig and Lochend - 04,restalrig-and-lochend-04,,5643,
restalrig-and-lochend-05,Restalrig and Lochend - 05,restalrig-and-lochend-05,,5644,
restalrig-and-lochend-06,Restalrig and Lochend - 06,restalrig-and-lochend-06,,5645,
reston-and-coldingham-moor-area,Reston and Coldingham Moor Area,reston-and-coldingham-moor-area,,5646,
rhins-north-01,Rhins North - 01,rhins-north-01,,5647,
rhins-north-02,Rhins North - 02,rhins-north-02,,5648,
rhins-north-03,Rhins North - 03,rhins-north-03,,5649,
rhins-north-04,Rhins North - 04,rhins-north-04,,5650,
rhins-north-05,Rhins North - 05,rhins-north-05,,5651,
rhins-south-01,Rhins South - 01,rhins-south-01,,5652,
rhins-south-02,Rhins South - 02,rhins-south-02,,5653,
rhins-south-03,Rhins South - 03,rhins-south-03,,5654,
riddrie-and-hogganfield-01,Riddrie and Hogganfield - 01,riddrie-and-hogganfield-01,,5655,
riddrie-and-hogganfield-02,Riddrie and Hogganfield - 02,riddrie-and-hogganfield-02,,5656,
riddrie-and-hogganfield-03,Riddrie and Hogganfield - 03,riddrie-and-hogganfield-03,,5657,
riddrie-and-hogganfield-04,Riddrie and Hogganfield - 04,riddrie-and-hogganfield-04,,5658,
riddrie-and-hogganfield-05,Riddrie and Hogganfield - 05,riddrie-and-hogganfield-05,,5659,
riddrie-and-hogganfield-06,Riddrie and Hogganfield - 06,riddrie-and-hogganfield-06,,5660,
riddrie-and-hogganfield-07,Riddrie and Hogganfield - 07,riddrie-and-hogganfield-07,,5661,
rimbleton-east,Rimbleton East,rimbleton-east,,5662,
rimbleton-north,Rimbleton North,rimbleton-north,,5663,
rimbleton-west,Rimbleton West,rimbleton-west,,5664,
robroyston-and-millerston-01,Robroyston and Millerston - 01,robroyston-and-millerston-01,,5665,
robroyston-and-millerston-02,Robroyston and Millerston - 02,robroyston-and-millerston-02,,5666,
